Customer_ID,First_Name,Last_Name,Email,Phone,DOB,Gender,Address,City,ST,Zip_Code,Member_Since,Newsletter_Subscription,Feedback_Provided,Communication_Preferences,Data_Sharing_Consent
CUST0034,Michael,Taylor,javier21@example.org,+1-584-706-5752x4761,1955-12-12,Male,143 Butler Forge,Lauraburgh,MN,55580,2021-10-13,True,True,None,True
CUST0035,Joshua,Ross,josephclay@example.net,814-908-6324x456,1957-05-26,Female,07078 Diana Station,Murraymouth,MN,56057,2020-06-29,False,True,SMS,True
CUST0036,Lori,Werner,sschmitt@example.com,001-633-675-8083x9702,1954-01-15,Other,509 Edward Forks Suite 176,South Phillip,MN,56579,2024-05-27,True,True,None,True
CUST0037,Gerald,Mata,kevinjohnson@example.net,610.854.7968,1982-11-02,Female,39584 Martin Drive,West Briannaland,MN,55282,2021-04-23,False,False,Email,True
CUST0038,Jessica,Underwood,ccannon@example.net,617-887-3706,2000-05-16,Female,9854 Lambert Parkway Apt. 748,South Anna,MN,55334,2023-03-26,True,True,Email,True
CUST0039,Stacey,Campbell,angiesmith@example.net,+1-707-236-1166x717,1968-07-25,Other,00323 Day Landing Suite 764,East Jenniferhaven,MN,55399,2021-10-22,True,True,SMS,True
CUST0040,Jacqueline,Diaz,donnaalexander@example.org,001-295-359-7756,1968-12-11,Prefer not to say,62536 Patrick Camp,Zacharyfort,MN,55322,2020-10-14,True,True,Email,True
CUST0041,Jessica,Holt,jodinguyen@example.net,387.923.8419x0000,1967-06-02,Prefer not to say,874 Kevin Ramp,Lake Annemouth,MN,56200,2022-03-04,True,True,Email,True
CUST0042,Andrew,Brooks,iaguilar@example.net,695.437.1907x49112,1982-09-15,Prefer not to say,661 Barnett Crest Suite 848,Lake Donald,MN,56300,2022-02-28,True,True,None,True
CUST0043,Robert,Henry,williamsthomas@example.net,2886669281,1983-11-25,Other,53767 Robert Meadow Apt. 071,Daniellestad,MN,55485,2022-09-05,True,True,Email,False
CUST0044,Tony,Avery,ramirezthomas@example.net,256.757.3424x068,1985-05-09,Prefer not to say,880 Trujillo Terrace,Caseyfort,MN,55432,2020-03-29,False,True,Email,True
CUST0045,Beth,Hicks,qfigueroa@example.com,896-519-7092x789,1997-10-25,Other,0176 Michael Gardens Suite 063,Cameronchester,MN,55490,2019-09-07,True,True,SMS,True
CUST0046,Susan,Coleman,njohns@example.org,(603)642-6451x9247,1968-09-20,Prefer not to say,5775 Deborah Estates Suite 339,Troyburgh,MN,56454,2020-06-08,False,True,Email,True
CUST0047,Raymond,Flynn,warrenbrenda@example.org,925.591.7970x4988,1962-12-10,Other,57517 Abbott Turnpike,Port James,MN,55124,2022-02-19,False,True,Email,True
CUST0048,Ralph,Mann,deborah74@example.net,543-344-3991,1960-08-15,Male,13458 Hood Grove,Tammyfurt,MN,56081,2021-12-05,True,False,None,False
CUST0049,Zachary,Miller,woodbrian@example.com,(771)856-6227,1995-02-18,Prefer not to say,5798 Jacqueline Land Suite 955,East Brittanybury,MN,55534,2023-05-28,True,True,None,True
CUST0050,James,Barton,melissasmith@example.com,8577510184,1986-11-01,Prefer not to say,60326 Rebecca Creek,Suarezside,MN,56552,2019-09-14,True,False,None,True
CUST0051,Monica,Jones,josephglass@example.com,974.963.7047x14403,1962-07-05,Prefer not to say,900 Lee Estate,Careychester,MN,56759,2020-07-29,False,False,SMS,True
CUST0052,Jacob,Anderson,smorris@example.net,263-406-3458,1977-09-28,Female,108 Scott Fort,East Caitlin,MN,55687,2019-08-22,True,True,None,False
CUST0053,Priscilla,Mcknight,sullivanlisa@example.net,937-250-9939x90888,1987-05-22,Male,75720 Joseph Forge,West Joshuahaven,MN,55468,2023-05-05,True,False,Email,True
CUST0054,Edward,Fischer,gtaylor@example.org,+1-214-658-8927x3862,1976-04-28,Male,2235 John Villages Suite 979,Murraychester,MN,55329,2021-11-08,True,True,SMS,False
CUST0055,Cory,Mitchell,dpierce@example.org,+1-327-569-4849,1995-09-14,Female,93164 Figueroa Loop,Amyville,MN,55455,2019-08-24,True,False,Email,True
CUST0056,Carlos,Gallagher,mtyler@example.com,(724)211-5124x447,2004-09-06,Prefer not to say,77098 Rogers Camp Suite 205,Burnstown,MN,56185,2019-12-16,True,True,None,False
CUST0057,Sean,Le,salasjessica@example.org,494.452.2716x718,1959-01-15,Other,42076 Debra Pines,Anthonyside,MN,55937,2020-06-03,True,False,SMS,True
CUST0058,Carl,Simmons,garnerbrandy@example.org,(309)779-4704x3899,1977-01-21,Prefer not to say,84561 Morales Roads,Branchstad,MN,55925,2023-10-28,True,False,None,True
CUST0059,Kyle,Castillo,xwhite@example.com,+1-889-362-4309x39060,2002-04-23,Male,830 Moore Squares Suite 515,Robinsonview,MN,55595,2021-05-22,True,False,SMS,False
CUST0060,David,Smith,kathleencontreras@example.com,(670)947-5127,1978-07-08,Male,472 Lyons Valleys Suite 283,South Michaeltown,MN,55112,2022-03-26,True,False,Email,True
CUST0061,Jeff,White,williamalvarado@example.net,759.398.0238x49357,2002-08-22,Female,8289 Heather Groves Apt. 819,Port Robertton,MN,56216,2022-09-24,True,False,None,True
CUST0062,Anne,Brennan,fross@example.org,(633)537-5648,1996-12-11,Other,5043 Johnathan Loaf,East Brandonhaven,MN,56719,2023-11-28,True,True,None,True
CUST0063,Lisa,Sanchez,gcampbell@example.com,596-220-9118x692,1962-03-02,Prefer not to say,6749 Angela Groves,Port Timothy,MN,55907,2019-09-05,True,True,SMS,False
CUST0064,James,Patterson,patrick98@example.org,451.447.9043,1993-09-07,Female,36130 Andrea Manors Suite 698,Carriemouth,MN,56215,2022-07-01,True,True,Email,True
CUST0065,Gregg,Booth,michael19@example.com,+1-268-591-2374x45568,1977-07-17,Male,3645 Garcia Club Suite 670,Hollandchester,MN,55970,2019-10-12,False,False,None,True
CUST0066,Micheal,Rogers,regina60@example.net,(679)326-4861,1981-06-04,Other,4939 Ashley Spring Apt. 706,Lake Eric,MN,56410,2024-05-10,True,False,Email,True
CUST0067,Steven,Joseph,jennifer93@example.net,001-310-922-3392x8069,1958-01-31,Other,189 Smith Ridges,Martinside,MN,56408,2023-02-09,False,True,Email,True
CUST0068,David,Thomas,aknight@example.org,(635)268-9674x576,1955-06-30,Male,83241 Brandon Mountains Suite 241,South Jillian,MN,55540,2019-12-17,False,True,Email,True
CUST0069,Nicholas,Hicks,vjordan@example.com,(670)457-3869,1993-08-08,Prefer not to say,31318 Anderson Shoal Suite 925,Kristinebury,MN,55994,2023-11-18,False,False,None,True
CUST0070,Jason,Brown,ryan82@example.org,499-409-7162x2604,1976-02-25,Prefer not to say,3010 Robinson Creek Apt. 371,South Steven,MN,56003,2022-09-16,True,True,SMS,True
CUST0071,Melissa,Ramos,claudia33@example.net,(495)740-9984x9708,1994-11-18,Female,9346 Smith Lock,Benjaminport,MN,55300,2021-08-13,True,True,None,False
CUST0072,Amy,Anderson,mcdanielrichard@example.org,201-232-7290x8964,1992-02-21,Female,19088 Theresa Junctions,Aprilhaven,MN,56205,2020-04-14,False,False,None,True
CUST0073,Robert,Elliott,hillbarbara@example.net,(206)335-0481x52670,1979-05-24,Female,249 West Course,Bauerfort,MN,55825,2022-01-01,True,True,None,True
CUST0074,Karen,Crawford,hardymichelle@example.com,+1-914-643-2785,1969-08-15,Other,95015 Nicole Bypass Suite 340,Parkerberg,MN,56053,2022-04-13,True,False,None,True
CUST0075,Christopher,Morgan,vriley@example.org,(271)450-9165,1991-02-02,Other,853 Smith Valleys Suite 031,South Kristina,MN,55038,2023-05-21,True,True,SMS,True
CUST0076,Joseph,Murray,allenamanda@example.com,+1-694-977-9024,1997-04-23,Male,62584 Holmes Forest,Andrewtown,MN,55241,2021-10-20,True,True,SMS,True
CUST0077,Jenny,Barry,jrodriguez@example.com,+1-530-205-5458,1983-09-23,Prefer not to say,5423 Kelly Fork Suite 552,Penningtontown,MN,56432,2021-01-25,True,True,Email,False
CUST0078,Jacob,Wade,williamsraymond@example.org,4099925234,1973-03-23,Prefer not to say,64406 Sutton Burgs Apt. 158,Port Jennifer,MN,56421,2020-06-11,True,True,SMS,True
CUST0079,John,Hart,marthathomas@example.org,001-827-792-3902x3772,1961-04-27,Female,7038 Randolph Rapids Apt. 300,North James,MN,55395,2020-12-30,True,True,Email,True
CUST0080,Amber,Lopez,wilsonnatalie@example.net,758-201-4899x924,1974-02-07,Female,7204 Turner Oval,Lake Roberto,MN,55672,2022-02-17,True,False,Email,True
CUST0081,Kristen,Hamilton,norman88@example.net,573.328.2466,2002-12-16,Female,977 Danielle Motorway Apt. 442,East Amy,MN,55382,2023-07-10,True,True,SMS,True
CUST0082,Elizabeth,Wiggins,wolftaylor@example.org,249.755.6727x15561,2000-01-29,Other,7972 Michael Cape,Port Alexandraborough,MN,56301,2024-04-21,True,False,Email,True
CUST0083,Robin,Wilson,reesealexander@example.com,001-449-492-9795x5695,2002-07-12,Male,94585 Rhonda Fields Apt. 497,Michelleberg,MN,55343,2022-01-21,False,False,SMS,True
CUST0084,Tamara,Singh,kendraschaefer@example.net,+1-814-948-9903x3972,1989-01-15,Other,563 Madison Trail,Cynthiatown,MN,55543,2019-11-15,True,True,Email,True
CUST0085,Mary,Coleman,oburton@example.net,+1-990-684-3403,1970-04-15,Female,42165 Donna Drive Apt. 305,West Amandaton,MN,56306,2024-04-03,False,False,Email,True
CUST0086,Rodney,Diaz,lyonsjared@example.com,001-251-874-2537x3851,1979-09-29,Prefer not to say,88507 Jonathan Crest,West Dannyshire,MN,56170,2022-12-01,False,False,None,True
CUST0087,Michael,Coleman,morgancourtney@example.org,(296)284-6804x35843,1992-09-26,Female,330 Ralph Estate,Melissabury,MN,56122,2020-07-19,True,False,None,True
CUST0088,Scott,Marks,jesse57@example.com,(729)311-2871x861,1991-12-22,Female,620 Mary Plains,West Dillon,MN,55071,2021-07-09,True,True,SMS,True
CUST0089,Judith,Hicks,fordkevin@example.net,(967)963-7756,1955-12-02,Male,2868 Angela Cape,North Chadton,MN,56267,2022-12-24,True,True,SMS,True
CUST0090,Denise,Wu,walter25@example.com,6746344428,1997-11-06,Other,006 Cynthia Spring,New Andrewborough,MN,55245,2022-08-24,True,False,SMS,True
CUST0091,Carlos,Cruz,paulgreen@example.com,903.860.9758x1252,1966-09-03,Male,78224 Wood Lodge Apt. 447,Jacksonville,MN,55365,2022-02-12,True,True,Email,False
CUST0092,Tristan,Daniels,qingram@example.com,846.520.9510,1976-07-05,Prefer not to say,01577 Stewart Lakes,North Jennifermouth,MN,55451,2021-07-26,True,True,None,True
CUST0093,Ricky,Reed,emarks@example.org,(887)360-6978x19998,1971-12-15,Female,21306 Brian Fort,Katiefurt,MN,55528,2020-05-14,True,True,None,True
CUST0094,Maria,Carney,ryanebony@example.org,848-213-2588x678,1968-07-16,Other,4202 Figueroa Island Apt. 597,Lake Patriciastad,MN,56329,2023-11-07,True,False,None,False
CUST0095,Randy,Gonzalez,warrenanthony@example.com,5107989496,1975-05-15,Male,30923 Lowery Tunnel Apt. 601,Adamsberg,MN,55994,2020-08-08,True,True,Email,True
CUST0096,John,Bailey,ashley48@example.net,+1-393-999-3532x8297,1976-11-04,Other,337 Melissa Ports Apt. 001,Morgantown,MN,56220,2024-04-03,True,False,SMS,True
CUST0097,Samantha,Bennett,tracy11@example.com,210.557.1374,1996-02-16,Male,891 House Union,Port Melissa,MN,56277,2021-03-13,True,False,SMS,True
CUST0098,Ryan,Villanueva,shelly67@example.org,896-700-3102,1989-03-17,Prefer not to say,635 Steven Mall Apt. 261,New Jillfurt,MN,55003,2023-06-25,True,False,None,True
CUST0099,Dylan,Terry,amanda79@example.org,(909)214-4537x54167,1977-09-09,Male,97662 Jose Fields,East Brittanytown,MN,56344,2019-11-08,True,False,Email,True
CUST0100,Jeanette,Thompson,hannahwhite@example.com,248.917.8186,1997-12-05,Male,9843 Matthew Junction Apt. 672,New Alan,MN,56464,2021-11-07,True,False,SMS,True
CUST0101,Jeremy,Romero,gramirez@example.net,740-944-0080,1980-04-12,Male,969 Avila View,South Richardville,MN,56576,2021-05-04,False,False,SMS,True
CUST0102,Logan,Rubio,kristen59@example.com,2318274278,1960-12-12,Prefer not to say,3565 Grant Shores,Port Calebtown,MN,56056,2019-10-17,True,True,None,True
CUST0103,Julie,Scott,brandi55@example.org,258-298-0594,1988-04-12,Prefer not to say,62459 Melanie Mountain Suite 240,Paulchester,MN,55324,2020-01-28,True,True,None,True
CUST0104,John,Savage,willissonya@example.net,250-762-1956,1994-09-30,Male,04655 Eric Crescent,Jacobton,MN,55128,2023-12-03,True,False,Email,True
CUST0105,Kimberly,Ferguson,howegary@example.com,(807)517-3720,1987-10-17,Male,92778 Connie Center,West Susan,MN,55875,2024-04-07,True,False,SMS,True
CUST0106,Diana,Bates,joannegomez@example.org,930-549-8345x639,1979-10-16,Male,504 George Lodge,East Debbie,MN,56199,2022-08-03,True,False,Email,True
CUST0107,Michelle,Strickland,williamsgeorge@example.net,596.872.4160,2006-01-03,Male,12364 Matthew Knoll,South Stephaniehaven,MN,55968,2022-11-14,False,True,None,False
CUST0108,Gregory,Oconnor,tmason@example.net,(510)901-4278x84768,1980-09-12,Male,5581 Joseph Corner Apt. 387,Reyeston,MN,55624,2022-07-26,False,True,SMS,False
CUST0109,Patrick,Tyler,kristie12@example.org,+1-393-815-0891x70047,1968-07-21,Female,41274 Garcia Tunnel,Port William,MN,56127,2021-04-16,True,False,Email,True
CUST0110,Gary,Gross,ystone@example.org,626.605.2893x24239,1981-06-16,Prefer not to say,94053 Williams Plaza,North Sydney,MN,55237,2023-07-08,True,False,None,True
CUST0111,Daryl,Medina,theresagilmore@example.org,(452)211-7352,1958-09-02,Prefer not to say,86764 Laurie Village,Garciaville,MN,56042,2020-10-30,False,False,None,False
CUST0112,Erika,Mercer,judy66@example.com,911.359.9802x656,1996-04-20,Prefer not to say,471 Frost Trail Suite 185,Russellshire,MN,55034,2021-08-03,True,True,SMS,True
CUST0113,Andrew,Cherry,nathan38@example.com,406-492-5857,1955-07-03,Male,5664 Smith Roads Apt. 218,Thompsonshire,MN,56670,2023-06-25,True,False,Email,True
CUST0114,Sarah,Kirk,jodianderson@example.org,857-465-6655x47368,1954-11-21,Prefer not to say,00344 Martin Fields Suite 896,Watkinshaven,MN,55607,2021-05-06,True,False,None,True
CUST0115,Sean,Ward,ycollins@example.net,+1-470-942-0482x55637,1966-12-08,Female,37717 Noble Estates,Curtistown,MN,55438,2021-09-13,True,False,SMS,True
CUST0116,Timothy,Wallace,anita06@example.net,954-772-1890,1987-02-05,Prefer not to say,061 Blair Lock Suite 457,New Robert,MN,55378,2021-10-26,True,False,Email,True
CUST0117,Gary,Gonzalez,jodi26@example.org,882-533-8137x628,2005-01-09,Other,88883 Moses Islands Suite 291,West Kathryn,MN,56288,2019-07-24,True,False,Email,True
CUST0118,Christina,Davis,douglasgould@example.org,+1-779-651-0382x093,1997-11-08,Prefer not to say,4012 Cox Oval Apt. 958,Travisside,MN,55075,2020-11-19,True,True,SMS,True
CUST0119,Zachary,Hall,martinezjohn@example.net,823-429-7090x50916,1973-03-24,Other,92180 Aimee Parkways,Martinezberg,MN,55206,2020-10-19,True,False,Email,True
CUST0120,Diana,Johnson,nathanevans@example.com,001-280-689-9224x42284,2004-04-24,Other,57213 Casey Road Apt. 023,Howardbury,MN,55522,2021-09-07,True,False,Email,True
CUST0121,Lisa,Torres,coleryan@example.net,+1-363-236-9209x81778,1994-06-21,Prefer not to say,6964 Amanda Circles Suite 336,South Jessicahaven,MN,55888,2019-06-28,False,True,None,True
CUST0122,Karla,Simmons,lopeznicole@example.net,001-366-904-8389x097,2005-11-20,Other,3132 Aaron Plaza Apt. 611,Lake Carla,MN,55500,2023-02-03,True,False,None,False
CUST0123,Theresa,Martinez,fprice@example.net,(798)805-2260x5860,1987-11-07,Prefer not to say,894 Amanda Drives,Lake Lindahaven,MN,56134,2022-05-20,True,False,SMS,True
CUST0124,David,Williams,smunoz@example.org,203.813.6192,1968-02-27,Prefer not to say,23094 Brooks Rue Apt. 985,Wardchester,MN,55498,2021-07-21,False,True,SMS,True
CUST0125,William,Bush,yweaver@example.net,390-354-2277x280,1985-01-28,Female,8798 Michelle Forges,South Glenn,MN,55050,2024-01-25,True,False,SMS,True
CUST0126,Joe,Hopkins,crystalyates@example.net,522.880.0304x448,1998-04-25,Male,25655 Raymond Key Apt. 702,Smithberg,MN,56191,2022-03-22,True,True,Email,True
CUST0127,Traci,Alvarez,racheladams@example.com,207-998-5638,1968-01-27,Other,9532 Carly Springs Apt. 746,Gillchester,MN,56371,2023-07-10,False,False,Email,True
CUST0128,Ralph,Solis,stephaniepreston@example.net,378-591-6572x1534,1971-11-14,Male,9803 Robert Greens,Tannerchester,MN,56524,2023-07-17,True,True,Email,False
CUST0129,Brooke,Mann,darrell45@example.org,749-980-2215x498,1982-04-17,Prefer not to say,876 Dawn Trace,New Michaelstad,MN,56243,2024-02-15,True,True,Email,True
CUST0130,Taylor,Walker,tylerray@example.net,+1-904-383-5561x945,1982-01-07,Other,82135 Kline Crossing Apt. 516,Port Kenneth,MN,56083,2019-12-31,False,False,None,True
CUST0131,Joseph,Johnson,lisa36@example.com,+1-749-442-9647x32415,1959-04-13,Male,5601 Gregory Lodge Apt. 434,New Donna,MN,55089,2020-03-01,True,False,None,False
CUST0132,Monica,Hernandez,ronald18@example.net,001-295-607-8113x560,2001-12-17,Prefer not to say,049 Tonya Passage Apt. 128,Gonzalezfurt,MN,56423,2023-01-19,False,True,Email,True
CUST0133,Robert,Wagner,kchen@example.net,245.426.0207,1998-01-21,Female,83889 Kelly Springs,New Charlesville,MN,55298,2020-01-19,True,False,SMS,True
CUST0134,Paul,Moore,jamessmith@example.org,7552204472,1973-02-03,Other,526 Hatfield Lock,Jillmouth,MN,56239,2023-10-01,False,False,None,False
CUST0135,Linda,Lee,manuel00@example.com,6494358982,1960-02-28,Other,940 Brenda Grove,Davisland,MN,55915,2022-10-30,False,True,None,True
CUST0136,Larry,Marshall,nlam@example.org,4367422211,1957-03-26,Male,88837 Salinas Keys,Stephaniemouth,MN,55220,2024-04-03,True,True,SMS,True
CUST0137,Jason,Rich,thoward@example.net,920-201-3508x507,1986-07-22,Male,72813 Nancy Walks Suite 621,Trevormouth,MN,55013,2022-11-14,False,False,SMS,False
CUST0138,Theresa,Reilly,bobbyconrad@example.net,438-225-4217,1968-12-07,Male,73506 Welch Pass,New Emily,MN,56285,2019-08-12,True,False,Email,True
CUST0139,Joseph,Hunter,abigail40@example.org,001-897-562-6206x6171,1978-04-07,Female,9993 Laura Junctions,Ericton,MN,55413,2021-07-22,True,False,Email,True
CUST0140,Gregory,Mahoney,fprice@example.com,377-276-3582x2747,1960-10-10,Other,978 Gonzalez Garden,Jacobsonfort,MN,55596,2023-04-08,True,True,None,True
CUST0141,Kimberly,Robbins,ithornton@example.org,(292)593-3628x898,1988-05-18,Other,35176 Nathan Spring Suite 477,Garciachester,MN,55352,2022-03-21,True,True,Email,False
CUST0142,Henry,Hamilton,ksmith@example.org,631-864-9516x88548,1971-12-25,Other,768 Saunders Cove Apt. 444,East Austin,MN,55965,2024-03-12,True,False,Email,True
CUST0143,Katherine,Santos,uparker@example.net,001-894-836-8431x48048,1954-04-18,Male,227 Sierra Route,Mindyshire,MN,56350,2020-05-10,False,True,Email,True
CUST0144,Megan,Reed,uyoung@example.org,634.766.2746,1986-09-21,Female,8647 Carolyn Meadow,Thomasshire,MN,55034,2022-02-04,True,True,None,True
CUST0145,Valerie,Garrison,choidonald@example.net,001-514-934-5916,2004-08-01,Prefer not to say,428 Kelly Corners,North Rick,MN,56697,2019-07-21,True,False,SMS,True
CUST0146,Alan,Wang,isherman@example.com,+1-258-280-9073x7443,1957-04-19,Female,447 Thomas Points Apt. 953,Lake Laurie,MN,56497,2020-03-02,True,False,SMS,True
CUST0147,Jackie,Hernandez,curtistara@example.org,(677)706-2116x68147,1963-10-01,Other,0122 Elizabeth Greens,New Robertport,MN,56644,2022-04-21,False,False,SMS,True
CUST0148,Keith,Smith,ntyler@example.com,687-425-1803x080,1967-06-13,Prefer not to say,43559 Anderson Bypass,Port Amy,MN,55314,2024-05-18,True,False,Email,False
CUST0149,Michael,Glover,brittanyrogers@example.com,001-262-339-1160x83514,2005-06-12,Prefer not to say,62710 Jennifer Crest Apt. 422,Isaacmouth,MN,55982,2021-12-10,True,False,Email,True
CUST0150,Patricia,Nunez,cpeterson@example.com,699.619.0350x934,1971-02-20,Female,3334 Ashlee Shoals Suite 362,Jessicahaven,MN,55847,2023-07-01,True,False,Email,True
CUST0151,Sara,Sanders,ortegabruce@example.net,+1-631-211-4212x6708,1964-05-04,Other,28346 Lee Forges Suite 615,Port Sherriport,MN,56264,2022-04-10,True,True,SMS,True
CUST0152,Richard,Morrison,gsanchez@example.com,898.594.8199,1979-03-18,Male,630 Whitney Field Apt. 279,South Vicki,MN,56569,2020-09-16,True,True,None,True
CUST0153,William,Espinoza,mpatrick@example.org,(263)596-2881x758,1955-10-08,Male,960 Black Ferry Suite 945,East Lauraview,MN,56405,2020-10-29,True,False,None,False
CUST0154,Lauren,Robinson,craig98@example.org,7534535468,1982-10-02,Other,813 Nicholson Stravenue Apt. 272,North Timothy,MN,55982,2023-05-09,True,False,None,True
CUST0155,Jeremy,Lee,millertimothy@example.com,(253)256-3197x29619,2003-01-21,Male,1636 Smith Lodge,Wallaceburgh,MN,55024,2023-12-15,True,True,SMS,True
CUST0156,Vincent,Jimenez,oduran@example.org,261-924-0469x6453,1983-08-29,Female,872 Anthony Rapids,Diazton,MN,56422,2023-08-01,True,True,None,False
